Notes,Region,Region Code,State,State Code,Year,Year Code,Month,Month Code,Avg Daily Max Air Temperature (F),Avg Daily Min Air Temperature (F),Avg Daily Max Heat Index (F)
,Census Region 4: West,CENS-R4,Montana,30,2006,2006,Aug,8,80,57.36,85.33
,Census Region 4: West,CENS-R4,Montana,30,2006,2006,Sep,9,68.83,48.59,82.15
,Census Region 4: West,CENS-R4,Montana,30,2006,2006,Oct,10,50.47,34.27,79.73
,Census Region 4: West,CENS-R4,Montana,30,2006,2006,Nov,11,37.94,24.22,Missing
,Census Region 4: West,CENS-R4,Montana,30,2006,2006,Dec,12,32.55,20.1,Missing
Total,Census Region 4: West,CENS-R4,Montana,30,2006,2006,,,54.33,37.39,85.07
,Census Region 4: West,CENS-R4,Montana,30,2007,2007,Jan,1,26.86,14.38,Missing
,Census Region 4: West,CENS-R4,Montana,30,2007,2007,Feb,2,28.07,16.6,Missing
,Census Region 4: West,CENS-R4,Montana,30,2007,2007,Mar,3,43.94,29.12,Missing
,Census Region 4: West,CENS-R4,Montana,30,2007,2007,Apr,4,49.61,34,79.29
,Census Region 4: West,CENS-R4,Montana,30,2007,2007,May,5,64.48,43.84,81.27
,Census Region 4: West,CENS-R4,Montana,30,2007,2007,Jun,6,73,52.08,84.83
,Census Region 4: West,CENS-R4,Montana,30,2007,2007,Jul,7,87.04,64.4,88.75
,Census Region 4: West,CENS-R4,Montana,30,2007,2007,Aug,8,80.48,57.1,85.17
,Census Region 4: West,CENS-R4,Montana,30,2007,2007,Sep,9,69.03,47.57,84.29
,Census Region 4: West,CENS-R4,Montana,30,2007,2007,Oct,10,55.72,38.36,79.31
,Census Region 4: West,CENS-R4,Montana,30,2007,2007,Nov,11,40.68,25.54,Missing
,Census Region 4: West,CENS-R4,Montana,30,2007,2007,Dec,12,27.09,15.46,Missing
Total,Census Region 4: West,CENS-R4,Montana,30,2007,2007,,,54,36.67,86.34
,Census Region 4: West,CENS-R4,Montana,30,2008,2008,Jan,1,25.82,11.72,Missing
,Census Region 4: West,CENS-R4,Montana,30,2008,2008,Feb,2,31.63,18.34,Missing
,Census Region 4: West,CENS-R4,Montana,30,2008,2008,Mar,3,39.69,26.23,Missing
,Census Region 4: West,CENS-R4,Montana,30,2008,2008,Apr,4,48.57,30.64,78.95
,Census Region 4: West,CENS-R4,Montana,30,2008,2008,May,5,60.25,42.68,81.25
,Census Region 4: West,CENS-R4,Montana,30,2008,2008,Jun,6,68.78,49.13,82.74
,Census Region 4: West,CENS-R4,Montana,30,2008,2008,Jul,7,80.54,57.69,84.71
,Census Region 4: West,CENS-R4,Montana,30,2008,2008,Aug,8,79.83,56.81,85.45
,Census Region 4: West,CENS-R4,Montana,30,2008,2008,Sep,9,67.45,46.66,81.36
,Census Region 4: West,CENS-R4,Montana,30,2008,2008,Oct,10,53.49,36.58,79.8
,Census Region 4: West,CENS-R4,Montana,30,2008,2008,Nov,11,44.08,30.53,Missing
,Census Region 4: West,CENS-R4,Montana,30,2008,2008,Dec,12,22.42,9.26,Missing
Total,Census Region 4: West,CENS-R4,Montana,30,2008,2008,,,51.93,34.73,84.2
,Census Region 4: West,CENS-R4,Montana,30,2009,2009,Jan,1,28.27,15.59,Missing
,Census Region 4: West,CENS-R4,Montana,30,2009,2009,Feb,2,32.86,20.48,Missing
,Census Region 4: West,CENS-R4,Montana,30,2009,2009,Mar,3,36.35,21.63,Missing
,Census Region 4: West,CENS-R4,Montana,30,2009,2009,Apr,4,48.28,32.72,Missing
,Census Region 4: West,CENS-R4,Montana,30,2009,2009,May,5,62.16,41.95,81.5
,Census Region 4: West,CENS-R4,Montana,30,2009,2009,Jun,6,68.77,48.02,82.82
,Census Region 4: West,CENS-R4,Montana,30,2009,2009,Jul,7,79.39,56.53,84.04
,Census Region 4: West,CENS-R4,Montana,30,2009,2009,Aug,8,78.94,56.14,83.97
,Census Region 4: West,CENS-R4,Montana,30,2009,2009,Sep,9,76.62,52.26,84.13
,Census Region 4: West,CENS-R4,Montana,30,2009,2009,Oct,10,44.71,30.85,Missing
,Census Region 4: West,CENS-R4,Montana,30,2009,2009,Nov,11,43.42,28.18,Missing
,Census Region 4: West,CENS-R4,Montana,30,2009,2009,Dec,12,20.41,8.53,Missing
Total,Census Region 4: West,CENS-R4,Montana,30,2009,2009,,,51.75,34.45,83.82
,Census Region 4: West,CENS-R4,Montana,30,2010,2010,Jan,1,27.4,16.36,Missing
,Census Region 4: West,CENS-R4,Montana,30,2010,2010,Feb,2,27.91,15.58,Missing
,Census Region 4: West,CENS-R4,Montana,30,2010,2010,Mar,3,43.84,29.19,Missing
,Census Region 4: West,CENS-R4,Montana,30,2010,2010,Apr,4,52.25,34.49,Missing
,Census Region 4: West,CENS-R4,Montana,30,2010,2010,May,5,57.14,39.76,81.4
,Census Region 4: West,CENS-R4,Montana,30,2010,2010,Jun,6,69.29,49.59,84.07
,Census Region 4: West,CENS-R4,Montana,30,2010,2010,Jul,7,78.27,55.85,84.8
,Census Region 4: West,CENS-R4,Montana,30,2010,2010,Aug,8,78.07,56,85.08
,Census Region 4: West,CENS-R4,Montana,30,2010,2010,Sep,9,67.81,47.27,82.4
,Census Region 4: West,CENS-R4,Montana,30,2010,2010,Oct,10,60.81,41.53,80.92
,Census Region 4: West,CENS-R4,Montana,30,2010,2010,Nov,11,36.01,22.26,Missing
,Census Region 4: West,CENS-R4,Montana,30,2010,2010,Dec,12,25.76,14.09,Missing
Total,Census Region 4: West,CENS-R4,Montana,30,2010,2010,,,52.2,35.29,84.39
,Census Region 4: West,CENS-R4,Montana,30,2011,2011,Jan,1,26.13,14.4,Missing
,Census Region 4: West,CENS-R4,Montana,30,2011,2011,Feb,2,24.76,11.23,Missing
,Census Region 4: West,CENS-R4,Montana,30,2011,2011,Mar,3,35.72,22.32,Missing
,Census Region 4: West,CENS-R4,Montana,30,2011,2011,Apr,4,44.93,30.21,Missing
,Census Region 4: West,CENS-R4,Montana,30,2011,2011,May,5,56.13,40.07,Missing
,Census Region 4: West,CENS-R4,Montana,30,2011,2011,Jun,6,67.56,47.47,84.11
,Census Region 4: West,CENS-R4,Montana,30,2011,2011,Jul,7,80.9,57.35,85.76
,Census Region 4: West,CENS-R4,Montana,30,2011,2011,Aug,8,81.91,58.87,84.58
,Census Region 4: West,CENS-R4,Montana,30,2011,2011,Sep,9,73.88,50.43,82.89
,Census Region 4: West,CENS-R4,Montana,30,2011,2011,Oct,10,57.25,40.23,82.7
,Census Region 4: West,CENS-R4,Montana,30,2011,2011,Nov,11,37.41,22.94,Missing
,Census Region 4: West,CENS-R4,Montana,30,2011,2011,Dec,12,31.6,19.5,Missing
Total,Census Region 4: West,CENS-R4,Montana,30,2011,2011,,,51.69,34.74,84.54
Total,Census Region 4: West,CENS-R4,Montana,30,,,,,52.94,36.05,84.77
,Census Region 4: West,CENS-R4,Nevada,32,1979,1979,Jan,1,30.78,20.06,Missing
,Census Region 4: West,CENS-R4,Nevada,32,1979,1979,Feb,2,39.46,27.44,Missing
,Census Region 4: West,CENS-R4,Nevada,32,1979,1979,Mar,3,48.56,34.49,79.48
,Census Region 4: West,CENS-R4,Nevada,32,1979,1979,Apr,4,56.25,38.44,81.17
,Census Region 4: West,CENS-R4,Nevada,32,1979,1979,May,5,68.59,47.93,82.27
,Census Region 4: West,CENS-R4,Nevada,32,1979,1979,Jun,6,78.47,55.05,84.26
,Census Region 4: West,CENS-R4,Nevada,32,1979,1979,Jul,7,85.44,62.83,85.29
,Census Region 4: West,CENS-R4,Nevada,32,1979,1979,Aug,8,81.35,61.61,84.62
,Census Region 4: West,CENS-R4,Nevada,32,1979,1979,Sep,9,80.49,58.85,83.44
,Census Region 4: West,CENS-R4,Nevada,32,1979,1979,Oct,10,65.74,47.93,82.33
,Census Region 4: West,CENS-R4,Nevada,32,1979,1979,Nov,11,45.63,30.66,Missing
,Census Region 4: West,CENS-R4,Nevada,32,1979,1979,Dec,12,43.65,29.3,Missing
Total,Census Region 4: West,CENS-R4,Nevada,32,1979,1979,,,60.49,42.98,84.25
,Census Region 4: West,CENS-R4,Nevada,32,1980,1980,Jan,1,38.92,27.67,Missing
,Census Region 4: West,CENS-R4,Nevada,32,1980,1980,Feb,2,45.59,32.92,Missing
,Census Region 4: West,CENS-R4,Nevada,32,1980,1980,Mar,3,44.64,31.05,Missing
,Census Region 4: West,CENS-R4,Nevada,32,1980,1980,Apr,4,58.35,40.4,82.27
,Census Region 4: West,CENS-R4,Nevada,32,1980,1980,May,5,63.28,46.43,81.75
,Census Region 4: West,CENS-R4,Nevada,32,1980,1980,Jun,6,74.62,52.87,83.46
,Census Region 4: West,CENS-R4,Nevada,32,1980,1980,Jul,7,85.79,64.57,85.71
,Census Region 4: West,CENS-R4,Nevada,32,1980,1980,Aug,8,82.12,61.6,84.35
,Census Region 4: West,CENS-R4,Nevada,32,1980,1980,Sep,9,75.01,55.76,83.02
,Census Region 4: West,CENS-R4,Nevada,32,1980,1980,Oct,10,63.93,45.62,82.71
,Census Region 4: West,CENS-R4,Nevada,32,1980,1980,Nov,11,50.23,34.75,79.9
,Census Region 4: West,CENS-R4,Nevada,32,1980,1980,Dec,12,45.5,32.08,Missing
Total,Census Region 4: West,CENS-R4,Nevada,32,1980,1980,,,60.71,43.85,84.33
,Census Region 4: West,CENS-R4,Nevada,32,1981,1981,Jan,1,44.05,31.02,Missing
,Census Region 4: West,CENS-R4,Nevada,32,1981,1981,Feb,2,44.11,30.12,79.36
,Census Region 4: West,CENS-R4,Nevada,32,1981,1981,Mar,3,48.74,34.3,79.37
,Census Region 4: West,CENS-R4,Nevada,32,1981,1981,Apr,4,61.06,42.54,82.04
,Census Region 4: West,CENS-R4,Nevada,32,1981,1981,May,5,64.78,46.6,82.36
,Census Region 4: West,CENS-R4,Nevada,32,1981,1981,Jun,6,80.3,57.58,85.17
,Census Region 4: West,CENS-R4,Nevada,32,1981,1981,Jul,7,86.64,63.6,84.99
,Census Region 4: West,CENS-R4,Nevada,32,1981,1981,Aug,8,87.22,65.43,85.08
,Census Region 4: West,CENS-R4,Nevada,32,1981,1981,Sep,9,77.33,58.13,82.76
,Census Region 4: West,CENS-R4,Nevada,32,1981,1981,Oct,10,57.53,41.52,80.95
,Census Region 4: West,CENS-R4,Nevada,32,1981,1981,Nov,11,50.66,36.31,79.37
,Census Region 4: West,CENS-R4,Nevada,32,1981,1981,Dec,12,44.17,31.63,Missing
Total,Census Region 4: West,CENS-R4,Nevada,32,1981,1981,,,62.31,44.98,84.57
,Census Region 4: West,CENS-R4,Nevada,32,1982,1982,Jan,1,32.7,21.25,Missing
,Census Region 4: West,CENS-R4,Nevada,32,1982,1982,Feb,2,41.53,28.13,Missing
,Census Region 4: West,CENS-R4,Nevada,32,1982,1982,Mar,3,44.92,32.71,Missing
,Census Region 4: West,CENS-R4,Nevada,32,1982,1982,Apr,4,53.11,35.73,81.61
,Census Region 4: West,CENS-R4,Nevada,32,1982,1982,May,5,66.61,46.89,82.68
,Census Region 4: West,CENS-R4,Nevada,32,1982,1982,Jun,6,74.59,55.15,82.98
,Census Region 4: West,CENS-R4,Nevada,32,1982,1982,Jul,7,82.99,62.75,84.84
,Census Region 4: West,CENS-R4,Nevada,32,1982,1982,Aug,8,84.36,65.15,84.14
,Census Region 4: West,CENS-R4,Nevada,32,1982,1982,Sep,9,70.91,53.97,83.75
,Census Region 4: West,CENS-R4,Nevada,32,1982,1982,Oct,10,57.71,41.53,81.09
,Census Region 4: West,CENS-R4,Nevada,32,1982,1982,Nov,11,43.45,31.1,Missing
,Census Region 4: West,CENS-R4,Nevada,32,1982,1982,Dec,12,36.84,26.25,Missing
Total,Census Region 4: West,CENS-R4,Nevada,32,1982,1982,,,57.58,41.8,84.04
,Census Region 4: West,CENS-R4,Nevada,32,1983,1983,Jan,1,38.8,28.15,Missing
,Census Region 4: West,CENS-R4,Nevada,32,1983,1983,Feb,2,42.69,30.79,Missing
,Census Region 4: West,CENS-R4,Nevada,32,1983,1983,Mar,3,46.89,35.04,79.36
,Census Region 4: West,CENS-R4,Nevada,32,1983,1983,Apr,4,49.54,36.09,79.77
,Census Region 4: West,CENS-R4,Nevada,32,1983,1983,May,5,64.79,46.32,83.28
,Census Region 4: West,CENS-R4,Nevada,32,1983,1983,Jun,6,74.87,54.39,83.34
,Census Region 4: West,CENS-R4,Nevada,32,1983,1983,Jul,7,81.97,59.51,84.17
,Census Region 4: West,CENS-R4,Nevada,32,1983,1983,Aug,8,80.83,63.76,84.75
,Census Region 4: West,CENS-R4,Nevada,32,1983,1983,Sep,9,75.29,56.77,83.69
,Census Region 4: West,CENS-R4,Nevada,32,1983,1983,Oct,10,62.42,46.37,80.73
,Census Region 4: West,CENS-R4,Nevada,32,1983,1983,Nov,11,45.13,32.99,79.96
,Census Region 4: West,CENS-R4,Nevada,32,1983,1983,Dec,12,38.21,28.55,Missing
Total,Census Region 4: West,CENS-R4,Nevada,32,1983,1983,,,58.55,43.31,84.01
,Census Region 4: West,CENS-R4,Nevada,32,1984,1984,Jan,1,35.07,23.95,Missing
,Census Region 4: West,CENS-R4,Nevada,32,1984,1984,Feb,2,40.62,27.58,Missing
,Census Region 4: West,CENS-R4,Nevada,32,1984,1984,Mar,3,48.5,33.72,79.61
,Census Region 4: West,CENS-R4,Nevada,32,1984,1984,Apr,4,52.96,35.85,81.96
,Census Region 4: West,CENS-R4,Nevada,32,1984,1984,May,5,69.98,49.03,84.1
,Census Region 4: West,CENS-R4,Nevada,32,1984,1984,Jun,6,74.21,53.7,83.97
,Census Region 4: West,CENS-R4,Nevada,32,1984,1984,Jul,7,86.22,66.66,85.54
,Census Region 4: West,CENS-R4,Nevada,32,1984,1984,Aug,8,83.46,65.06,83.85
,Census Region 4: West,CENS-R4,Nevada,32,1984,1984,Sep,9,75.91,56.67,83.51
,Census Region 4: West,CENS-R4,Nevada,32,1984,1984,Oct,10,54.35,39.8,81.79
,Census Region 4: West,CENS-R4,Nevada,32,1984,1984,Nov,11,44.78,32.2,79.18
,Census Region 4: West,CENS-R4,Nevada,32,1984,1984,Dec,12,35.37,24.28,Missing
Total,Census Region 4: West,CENS-R4,Nevada,32,1984,1984,,,58.51,42.43,84.37
,Census Region 4: West,CENS-R4,Nevada,32,1985,1985,Jan,1,32.69,22.06,Missing
,Census Region 4: West,CENS-R4,Nevada,32,1985,1985,Feb,2,37.7,24.39,Missing
,Census Region 4: West,CENS-R4,Nevada,32,1985,1985,Mar,3,44.99,30.84,78.55
,Census Region 4: West,CENS-R4,Nevada,32,1985,1985,Apr,4,62.16,42.55,82.37
,Census Region 4: West,CENS-R4,Nevada,32,1985,1985,May,5,68.36,47.71,82.75
,Census Region 4: West,CENS-R4,Nevada,32,1985,1985,Jun,6,81.81,58.6,84.96
,Census Region 4: West,CENS-R4,Nevada,32,1985,1985,Jul,7,87.63,67.17,86.17
,Census Region 4: West,CENS-R4,Nevada,32,1985,1985,Aug,8,82.96,60.83,83.98
,Census Region 4: West,CENS-R4,Nevada,32,1985,1985,Sep,9,68.41,50.07,83.16
,Census Region 4: West,CENS-R4,Nevada,32,1985,1985,Oct,10,60.32,42.62,81.85
,Census Region 4: West,CENS-R4,Nevada,32,1985,1985,Nov,11,40.91,28.51,79.33
,Census Region 4: West,CENS-R4,Nevada,32,1985,1985,Dec,12,38.08,26.83,Missing
Total,Census Region 4: West,CENS-R4,Nevada,32,1985,1985,,,58.96,41.96,84.87
,Census Region 4: West,CENS-R4,Nevada,32,1986,1986,Jan,1,44.32,32.19,Missing
,Census Region 4: West,CENS-R4,Nevada,32,1986,1986,Feb,2,45.88,32.85,79.77
,Census Region 4: West,CENS-R4,Nevada,32,1986,1986,Mar,3,55.47,39.58,80.94
,Census Region 4: West,CENS-R4,Nevada,32,1986,1986,Apr,4,57.62,40.02,81.66
,Census Region 4: West,CENS-R4,Nevada,32,1986,1986,May,5,68.95,47.94,83.57
,Census Region 4: West,CENS-R4,Nevada,32,1986,1986,Jun,6,81.89,59.47,83.87
,Census Region 4: West,CENS-R4,Nevada,32,1986,1986,Jul,7,82.95,61.31,83.97
,Census Region 4: West,CENS-R4,Nevada,32,1986,1986,Aug,8,86.57,66.16,84.97
,Census Region 4: West,CENS-R4,Nevada,32,1986,1986,Sep,9,67.33,49.87,83.39
,Census Region 4: West,CENS-R4,Nevada,32,1986,1986,Oct,10,60.61,43.11,80.87
,Census Region 4: West,CENS-R4,Nevada,32,1986,1986,Nov,11,48.33,32.1,Missing
,Census Region 4: West,CENS-R4,Nevada,32,1986,1986,Dec,12,40.23,26.66,Missing
Total,Census Region 4: West,CENS-R4,Nevada,32,1986,1986,,,61.79,44.35,84.14
,Census Region 4: West,CENS-R4,Nevada,32,1987,1987,Jan,1,33.7,21.73,Missing
,Census Region 4: West,CENS-R4,Nevada,32,1987,1987,Feb,2,41.9,28.77,Missing
,Census Region 4: West,CENS-R4,Nevada,32,1987,1987,Mar,3,47.46,33.47,78.66
,Census Region 4: West,CENS-R4,Nevada,32,1987,1987,Apr,4,64.83,44.31,81.88
,Census Region 4: West,CENS-R4,Nevada,32,1987,1987,May,5,68.6,50.43,82.1
,Census Region 4: West,CENS-R4,Nevada,32,1987,1987,Jun,6,80.18,58.38,83.88
,Census Region 4: West,CENS-R4,Nevada,32,1987,1987,Jul,7,81.52,59.84,83.94
,Census Region 4: West,CENS-R4,Nevada,32,1987,1987,Aug,8,84,62.76,84.35
,Census Region 4: West,CENS-R4,Nevada,32,1987,1987,Sep,9,77.99,56.79,82.55
,Census Region 4: West,CENS-R4,Nevada,32,1987,1987,Oct,10,67.07,48.54,82.18
,Census Region 4: West,CENS-R4,Nevada,32,1987,1987,Nov,11,46.84,33.5,Missing
,Census Region 4: West,CENS-R4,Nevada,32,1987,1987,Dec,12,35.42,23.95,Missing
Total,Census Region 4: West,CENS-R4,Nevada,32,1987,1987,,,60.88,43.61,83.63
,Census Region 4: West,CENS-R4,Nevada,32,1988,1988,Jan,1,33.96,23.26,Missing
,Census Region 4: West,CENS-R4,Nevada,32,1988,1988,Feb,2,42.6,28.98,Missing
,Census Region 4: West,CENS-R4,Nevada,32,1988,1988,Mar,3,49.18,32.82,80.57
,Census Region 4: West,CENS-R4,Nevada,32,1988,1988,Apr,4,59.74,40.72,81.58
,Census Region 4: West,CENS-R4,Nevada,32,1988,1988,May,5,66.17,46.15,82.64
,Census Region 4: West,CENS-R4,Nevada,32,1988,1988,Jun,6,79.86,58.1,84.66
,Census Region 4: West,CENS-R4,Nevada,32,1988,1988,Jul,7,88.29,65.71,85.82
,Census Region 4: West,CENS-R4,Nevada,32,1988,1988,Aug,8,84.64,64.34,84.16
,Census Region 4: West,CENS-R4,Nevada,32,1988,1988,Sep,9,74.68,53.75,84.04
,Census Region 4: West,CENS-R4,Nevada,32,1988,1988,Oct,10,70.04,50.44,82.28
,Census Region 4: West,CENS-R4,Nevada,32,1988,1988,Nov,11,46.41,32.92,80.55
,Census Region 4: West,CENS-R4,Nevada,32,1988,1988,Dec,12,36.01,23.24,Missing
Total,Census Region 4: West,CENS-R4,Nevada,32,1988,1988,,,61.02,43.41,84.6
,Census Region 4: West,CENS-R4,Nevada,32,1989,1989,Jan,1,31.88,19.26,Missing
,Census Region 4: West,CENS-R4,Nevada,32,1989,1989,Feb,2,36.63,23.5,79.43
,Census Region 4: West,CENS-R4,Nevada,32,1989,1989,Mar,3,51.48,36.11,80.12
,Census Region 4: West,CENS-R4,Nevada,32,1989,1989,Apr,4,63.54,43.8,83.29
,Census Region 4: West,CENS-R4,Nevada,32,1989,1989,May,5,66.45,46.17,83.23
,Census Region 4: West,CENS-R4,Nevada,32,1989,1989,Jun,6,77.48,55.91,83.79
,Census Region 4: West,CENS-R4,Nevada,32,1989,1989,Jul,7,87.71,64.53,85.51
,Census Region 4: West,CENS-R4,Nevada,32,1989,1989,Aug,8,81.22,60.58,83.26
,Census Region 4: West,CENS-R4,Nevada,32,1989,1989,Sep,9,74.74,54.01,83.07
,Census Region 4: West,CENS-R4,Nevada,32,1989,1989,Oct,10,61.02,42.74,82.52
,Census Region 4: West,CENS-R4,Nevada,32,1989,1989,Nov,11,50.68,32.8,79.36
,Census Region 4: West,CENS-R4,Nevada,32,1989,1989,Dec,12,41.63,26.56,Missing
Total,Census Region 4: West,CENS-R4,Nevada,32,1989,1989,,,60.5,42.27,84.17
,Census Region 4: West,CENS-R4,Nevada,32,1990,1990,Jan,1,39.56,26.9,Missing
,Census Region 4: West,CENS-R4,Nevada,32,1990,1990,Feb,2,37.9,24.88,Missing
,Census Region 4: West,CENS-R4,Nevada,32,1990,1990,Mar,3,51.7,35.75,80.52
,Census Region 4: West,CENS-R4,Nevada,32,1990,1990,Apr,4,62.13,44.22,81.83
,Census Region 4: West,CENS-R4,Nevada,32,1990,1990,May,5,64.21,44.42,82.29
,Census Region 4: West,CENS-R4,Nevada,32,1990,1990,Jun,6,78.03,55.61,84.67
,Census Region 4: West,CENS-R4,Nevada,32,1990,1990,Jul,7,86.34,64.81,84.97
,Census Region 4: West,CENS-R4,Nevada,32,1990,1990,Aug,8,82.9,62.42,85.07
,Census Region 4: West,CENS-R4,Nevada,32,1990,1990,Sep,9,77.66,58.25,83.19
,Census Region 4: West,CENS-R4,Nevada,32,1990,1990,Oct,10,63.94,43.59,81.33
,Census Region 4: West,CENS-R4,Nevada,32,1990,1990,Nov,11,49.52,32.68,79.44
,Census Region 4: West,CENS-R4,Nevada,32,1990,1990,Dec,12,32.13,17.86,Missing
Total,Census Region 4: West,CENS-R4,Nevada,32,1990,1990,,,60.62,42.71,84.45
,Census Region 4: West,CENS-R4,Nevada,32,1991,1991,Jan,1,36.9,23.61,Missing
,Census Region 4: West,CENS-R4,Nevada,32,1991,1991,Feb,2,50.41,33.88,Missing
,Census Region 4: West,CENS-R4,Nevada,32,1991,1991,Mar,3,44.63,31.14,Missing
,Census Region 4: West,CENS-R4,Nevada,32,1991,1991,Apr,4,53.73,36.23,80.41
,Census Region 4: West,CENS-R4,Nevada,32,1991,1991,May,5,61.22,43.1,82.58
,Census Region 4: West,CENS-R4,Nevada,32,1991,1991,Jun,6,74.51,52.69,83.21
,Census Region 4: West,CENS-R4,Nevada,32,1991,1991,Jul,7,86.49,64.48,84.63
,Census Region 4: West,CENS-R4,Nevada,32,1991,1991,Aug,8,84.6,64.03,83.71
,Census Region 4: West,CENS-R4,Nevada,32,1991,1991,Sep,9,77.09,57.91,83.09
,Census Region 4: West,CENS-R4,Nevada,32,1991,1991,Oct,10,65.24,46.38,82.88
,Census Region 4: West,CENS-R4,Nevada,32,1991,1991,Nov,11,47.85,33.66,80.07
,Census Region 4: West,CENS-R4,Nevada,32,1991,1991,Dec,12,39.79,27,Missing
Total,Census Region 4: West,CENS-R4,Nevada,32,1991,1991,,,60.25,42.89,83.83
,Census Region 4: West,CENS-R4,Nevada,32,1992,1992,Jan,1,37.47,25.62,Missing
,Census Region 4: West,CENS-R4,Nevada,32,1992,1992,Feb,2,47.02,33.7,Missing
,Census Region 4: West,CENS-R4,Nevada,32,1992,1992,Mar,3,53.19,38.06,Missing
,Census Region 4: West,CENS-R4,Nevada,32,1992,1992,Apr,4,65.03,44.93,82.21
,Census Region 4: West,CENS-R4,Nevada,32,1992,1992,May,5,74.18,52.71,82.12
,Census Region 4: West,CENS-R4,Nevada,32,1992,1992,Jun,6,77.42,56.66,83.03
,Census Region 4: West,CENS-R4,Nevada,32,1992,1992,Jul,7,83.05,61.6,84.25
,Census Region 4: West,CENS-R4,Nevada,32,1992,1992,Aug,8,85.13,64.42,85.77
,Census Region 4: West,CENS-R4,Nevada,32,1992,1992,Sep,9,76.69,55.55,83.06
,Census Region 4: West,CENS-R4,Nevada,32,1992,1992,Oct,10,65.86,47.41,82.25
,Census Region 4: West,CENS-R4,Nevada,32,1992,1992,Nov,11,44.39,29.84,79.5
,Census Region 4: West,CENS-R4,Nevada,32,1992,1992,Dec,12,34.31,21.92,Missing
Total,Census Region 4: West,CENS-R4,Nevada,32,1992,1992,,,62.02,44.4,84.08
,Census Region 4: West,CENS-R4,Nevada,32,1993,1993,Jan,1,33.63,22.47,Missing
,Census Region 4: West,CENS-R4,Nevada,32,1993,1993,Feb,2,37.49,26.91,Missing
,Census Region 4: West,CENS-R4,Nevada,32,1993,1993,Mar,3,50.65,36.23,79.8
,Census Region 4: West,CENS-R4,Nevada,32,1993,1993,Apr,4,56.22,38.57,81.56
,Census Region 4: West,CENS-R4,Nevada,32,1993,1993,May,5,69.96,48.99,82.78
,Census Region 4: West,CENS-R4,Nevada,32,1993,1993,Jun,6,72.3,51.19,84.1
,Census Region 4: West,CENS-R4,Nevada,32,1993,1993,Jul,7,80.37,57.42,84.09
,Census Region 4: West,CENS-R4,Nevada,32,1993,1993,Aug,8,81.51,60.6,83.87
,Census Region 4: West,CENS-R4,Nevada,32,1993,1993,Sep,9,75.9,54.26,83.2
,Census Region 4: West,CENS-R4,Nevada,32,1993,1993,Oct,10,62.09,44.73,81.93
,Census Region 4: West,CENS-R4,Nevada,32,1993,1993,Nov,11,45.13,29.35,78.53
,Census Region 4: West,CENS-R4,Nevada,32,1993,1993,Dec,12,38.79,25.78,Missing
Total,Census Region 4: West,CENS-R4,Nevada,32,1993,1993,,,58.8,41.47,83.68
,Census Region 4: West,CENS-R4,Nevada,32,1994,1994,Jan,1,41.59,29.05,Missing
,Census Region 4: West,CENS-R4,Nevada,32,1994,1994,Feb,2,39.36,26.72,Missing
,Census Region 4: West,CENS-R4,Nevada,32,1994,1994,Mar,3,54.71,36.98,79.79
,Census Region 4: West,CENS-R4,Nevada,32,1994,1994,Apr,4,59.19,42.08,82.66
,Census Region 4: West,CENS-R4,Nevada,32,1994,1994,May,5,69.32,49.79,82.5
,Census Region 4: West,CENS-R4,Nevada,32,1994,1994,Jun,6,81.54,57.64,84.98
,Census Region 4: West,CENS-R4,Nevada,32,1994,1994,Jul,7,88.17,65.14,85.93
,Census Region 4: West,CENS-R4,Nevada,32,1994,1994,Aug,8,87.42,65.47,85.23
,Census Region 4: West,CENS-R4,Nevada,32,1994,1994,Sep,9,77,56.31,82.64
,Census Region 4: West,CENS-R4,Nevada,32,1994,1994,Oct,10,60.04,42.67,80.9
,Census Region 4: West,CENS-R4,Nevada,32,1994,1994,Nov,11,39.72,26.82,79.64
,Census Region 4: West,CENS-R4,Nevada,32,1994,1994,Dec,12,37.94,27.3,Missing
Total,Census Region 4: West,CENS-R4,Nevada,32,1994,1994,,,61.48,43.95,84.89
,Census Region 4: West,CENS-R4,Nevada,32,1995,1995,Jan,1,40.37,30.54,Missing
,Census Region 4: West,CENS-R4,Nevada,32,1995,1995,Feb,2,50.39,35.29,Missing
,Census Region 4: West,CENS-R4,Nevada,32,1995,1995,Mar,3,48.42,34.66,79.62
,Census Region 4: West,CENS-R4,Nevada,32,1995,1995,Apr,4,53.85,37.53,80.75
,Census Region 4: West,CENS-R4,Nevada,32,1995,1995,May,5,62.04,45.48,82.05
,Census Region 4: West,CENS-R4,Nevada,32,1995,1995,Jun,6,71.11,51.23,83.8
,Census Region 4: West,CENS-R4,Nevada,32,1995,1995,Jul,7,83.18,61.2,84.47
,Census Region 4: West,CENS-R4,Nevada,32,1995,1995,Aug,8,84.65,62.51,84.42
,Census Region 4: West,CENS-R4,Nevada,32,1995,1995,Sep,9,77.13,56.74,83.8
,Census Region 4: West,CENS-R4,Nevada,32,1995,1995,Oct,10,64.35,43.16,82.19
,Census Region 4: West,CENS-R4,Nevada,32,1995,1995,Nov,11,56.51,37.89,79.66
,Census Region 4: West,CENS-R4,Nevada,32,1995,1995,Dec,12,41.97,28.91,Missing
Total,Census Region 4: West,CENS-R4,Nevada,32,1995,1995,,,61.21,43.81,84.11
